노선명,노선번호,시도명,시군구명,기점도로명주소,기점지번주소,종점도로명주소,종점지번주소,기점위도,기점경도,종점위도,종점경도,주요경유지,총길이(km),일반도로너비(m),자전거도로너비(m),자전거도로종류,자전거도로고시유무,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
신시로2R-1,,경상북도,구미시,경상북도 구미시 형곡동 229,,경상북도 구미시 형곡동 229,,36.112287,128.339019,36.108042,128.339214,,0.05,,2.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-22,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-21,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-20,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-19,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-18,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-17,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-16,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-15,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-14,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-13,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-12,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-11,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-10,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-9,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-8,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-7,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-6,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-5,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-4,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-3,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-2,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1L-1,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122093,128.338981,36.112319,128.339452,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-22,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-21,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-20,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-19,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-18,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-17,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-16,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-15,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-14,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-13,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-12,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-11,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-10,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-9,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-8,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-7,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-6,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-5,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-4,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-3,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-2,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
신시로1R-1,,경상북도,구미시,경상북도 구미시 송정동 1-81,,경상북도 구미시 형곡동 229,,36.122195,128.338718,36.112287,128.339019,,0.05,,3.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로3L-11,,경상북도,구미시,경상북도 구미시 형곡동 807-4,,경상북도 구미시 형곡동 392,,36.107105,128.334877,36.102357,128.334915,,0.04,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로3L-10,,경상북도,구미시,경상북도 구미시 형곡동 807-4,,경상북도 구미시 형곡동 392,,36.107105,128.334877,36.102357,128.334915,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로3L-9,,경상북도,구미시,경상북도 구미시 형곡동 807-4,,경상북도 구미시 형곡동 392,,36.107105,128.334877,36.102357,128.334915,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로3L-8,,경상북도,구미시,경상북도 구미시 형곡동 807-4,,경상북도 구미시 형곡동 392,,36.107105,128.334877,36.102357,128.334915,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로3L-7,,경상북도,구미시,경상북도 구미시 형곡동 807-4,,경상북도 구미시 형곡동 392,,36.107105,128.334877,36.102357,128.334915,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로3R-2,,경상북도,구미시,경상북도 구미시 형곡동 807-4,,경상북도 구미시 형곡동 392,,36.101763,128.334724,36.102321,128.334764,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로3R-1,,경상북도,구미시,경상북도 구미시 형곡동 807-4,,경상북도 구미시 형곡동 392,,36.101763,128.334724,36.102321,128.334764,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2L-11,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111405,128.334839,36.107105,128.334877,,0.01,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2L-10,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111405,128.334839,36.107105,128.334877,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2L-9,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111405,128.334839,36.107105,128.334877,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2L-8,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111405,128.334839,36.107105,128.334877,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2L-7,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111405,128.334839,36.107105,128.334877,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2L-6,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111405,128.334839,36.107105,128.334877,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2L-5,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111405,128.334839,36.107105,128.334877,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2L-4,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111405,128.334839,36.107105,128.334877,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2L-3,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111405,128.334839,36.107105,128.334877,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2L-2,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111405,128.334839,36.107105,128.334877,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2L-1,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111405,128.334839,36.107105,128.334877,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2R-11,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111414,128.334696,36.101763,128.334724,,0.01,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2R-10,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111414,128.334696,36.101763,128.334724,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2R-9,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111414,128.334696,36.101763,128.334724,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2R-8,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111414,128.334696,36.101763,128.334724,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2R-7,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111414,128.334696,36.101763,128.334724,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2R-6,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111414,128.334696,36.101763,128.334724,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2R-5,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111414,128.334696,36.101763,128.334724,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2R-4,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111414,128.334696,36.101763,128.334724,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2R-3,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111414,128.334696,36.101763,128.334724,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2R-2,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111414,128.334696,36.101763,128.334724,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로2R-1,,경상북도,구미시,경상북도 구미시 형곡동 228,,경상북도 구미시 형곡동 807-4,,36.111414,128.334696,36.101763,128.334724,,0.05,,3.5,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로1L-5,,경상북도,구미시,경상북도 구미시 형곡동 226,,경상북도 구미시 형곡동 228,,36.113292,128.334822,36.111405,128.334839,,0.01,,2.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로1L-4,,경상북도,구미시,경상북도 구미시 형곡동 226,,경상북도 구미시 형곡동 228,,36.113292,128.334822,36.111405,128.334839,,0.05,,2.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로1L-3,,경상북도,구미시,경상북도 구미시 형곡동 226,,경상북도 구미시 형곡동 228,,36.113292,128.334822,36.111405,128.334839,,0.05,,2.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로1L-2,,경상북도,구미시,경상북도 구미시 형곡동 226,,경상북도 구미시 형곡동 228,,36.113292,128.334822,36.111405,128.334839,,0.05,,2.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로1L-1,,경상북도,구미시,경상북도 구미시 형곡동 226,,경상북도 구미시 형곡동 228,,36.113292,128.334822,36.111405,128.334839,,0.05,,2.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로1R-5,,경상북도,구미시,경상북도 구미시 형곡동 226,,경상북도 구미시 형곡동 228,,36.113345,128.334696,36.111414,128.334696,,0.01,,2.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
형곡서로1R-4,,경상북도,구미시,경상북도 구미시 형곡동 226,,경상북도 구미시 형곡동 228,,36.113345,128.334696,36.111414,128.334696,,0.05,,2.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1L-14,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 455-1,,36.115821,128.339408,36.116931,128.351059,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1L-13,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 455-1,,36.115821,128.339408,36.116931,128.351059,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1L-12,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 455-1,,36.115821,128.339408,36.116931,128.351059,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1L-11,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 455-1,,36.115821,128.339408,36.116931,128.351059,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1L-10,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 455-1,,36.115821,128.339408,36.116931,128.351059,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1L-9,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 455-1,,36.115821,128.339408,36.116931,128.351059,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1L-8,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 455-1,,36.115821,128.339408,36.116931,128.351059,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1L-7,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 455-1,,36.115821,128.339408,36.116931,128.351059,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1L-6,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 455-1,,36.115821,128.339408,36.116931,128.351059,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1L-5,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 455-1,,36.115821,128.339408,36.116931,128.351059,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1L-4,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 455-1,,36.115821,128.339408,36.116931,128.351059,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1L-3,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 455-1,,36.115821,128.339408,36.116931,128.351059,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1L-2,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 455-1,,36.115821,128.339408,36.116931,128.351059,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1L-1,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 455-1,,36.115821,128.339408,36.116931,128.351059,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1R-7,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 20-5,,36.116643,128.339149,36.117711,128.342091,,0.02,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1R-6,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 20-5,,36.116643,128.339149,36.117711,128.342091,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1R-5,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 20-5,,36.116643,128.339149,36.117711,128.342091,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1R-4,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 20-5,,36.116643,128.339149,36.117711,128.342091,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1R-3,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 20-5,,36.116643,128.339149,36.117711,128.342091,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1R-2,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 20-5,,36.116643,128.339149,36.117711,128.342091,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
송정대로1R-1,,경상북도,구미시,경상북도 구미시 송정동 20-5,,경상북도 구미시 송정동 20-5,,36.116643,128.339149,36.117711,128.342091,,0.05,,4.0,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
